Country_name,Confirmed,Deaths
US,2295,32
US,2269,46
US,5111,60
US,12126,92
US,618,11
US,1827,26
US,4475,57
US,2563,49
US,10093,125
US,5098,36
US,5069,56
US,1973,32
US,1158,35
US,1095,15
US,16609,259
US,1520,28
US,1300,7
US,2172,12
US,50887,383
US,2087,32
US,6898,109
US,6786,75
US,728,16
US,1207,38
US,2741,45
US,3950,30
US,7113,120
US,4597,84
US,2202,29
US,6196,78
US,1373,17
US,17643,252
US,5276,124
US,3206,35
US,3447,61
US,7864,98
US,2510,24
US,547,19
US,7894,191
US,2547,49
US,117371,1556
US,7932,90
US,3646,46
US,23135,243
US,2363,36
US,7094,52
US,2357,45
US,12677,111
US,2556,38
US,1710,31
US,2122,18
US,3750,65
US,2462,55
US,4230,80
US,1371,41
US,4994,79
US,1925,26
US,15532,145
US,2152,20
US,3824,43
US,4967,76
US,1848,35
US,2489,62
US,9898,167
US,3292,48
US,1440,38
US,3420,35
US,813,21
US,4370,72
US,1868,38
US,2240,59
US,4401,51
US,2822,6
US,5487,87
US,8134,77
US,1132,17
US,4276,78
US,9940,91
US,1335,22
US,970,15
US,1991,16
US,5962,87
US,10393,159
US,2442,21
US,10102,169
US,331,16
US,3114,29
US,3451,26
US,3448,55
US,8126,46
US,6882,104
US,3145,50
US,2809,33
US,5242,79
US,1686,30
US,1999,21
US,1168,14
US,9,0
US,2461,30
US,25278,240
US,2291,44
US,2870,55
US,2438,34
US,8658,82
US,1167,10
US,3325,27
US,10379,249
US,4672,112
US,21640,235
US,3619,57
US,7036,177
US,6026,122
US,2474,95
US,21522,397
US,39076,938
US,34107,602
US,2212,38
US,857,9
US,1775,48
US,1998,63
US,3185,77
US,4701,107
US,63370,1147
US,1587,30
US,4459,142
US,5744,139
US,4646,137
US,3794,77
US,12346,223
US,5782,122
US,2747,63
US,69122,1150
US,4676,124
US,2698,45
US,38387,399
US,17754,306
US,7001,115
US,24327,369
US,2219,52
US,4418,114
US,6540,133
US,46408,985
US,31224,578
US,0,0
US,3803,38
US,3825,83
US,21022,455
US,1397,48
US,4269,77
US,4458,86
US,6852,97
US,8811,124
US,1259,18
US,3442,70
US,6270,168
US,13904,342
US,8331,160
US,8498,217
US,43240,710
US,22581,497
US,516,8
US,19243,329
US,575,0
US,3954,103
US,10090,184
US,6196,159
US,7908,209
US,6492,146
US,4356,72
US,1941,47
US,1508,40
US,2605,58
US,10282,96
US,3630,79
US,21187,223
US,2086,20
US,2560,47
US,9270,100
US,1829,12
US,1718,5
US,0,0
US,4765,74
US,11539,170
US,1240,11
US,1887,12
US,3951,44
US,14,0
US,2268,31
US,1681,20
US,17276,149
US,9497,242
US,51948,755
US,75464,1812
US,60607,1325
US,5519,100
US,3052,45
US,11518,284
US,8485,172
US,14186,250
US,3997,77
US,23693,372
US,2952,77
US,20146,349
US,22354,273
US,1652,55
US,81338,1694
US,98569,1707
US,3767,68
US,3261,52
US,9453,159
US,2759,51
US,0,60
US,18883,377
US,10741,211
US,4902,115
US,17329,514
US,8479,318
US,79570,1853
US,3734,7
US,111055,2494
US,3356,122
US,64426,1643
US,11458,318
US,156101,3900
US,63429,1853
US,58039,1508
US,106168,1908
US,56800,6
US,93367,2384
US,1043,40
US,827,8
US,14151,184
US,2968,69
US,2243,36
US,1671,33
US,1077,45
US,7489,81
US,14201,379
US,1592,38
US,18802,328
US,6260,110
US,18176,345
US,6902,88
US,2376,31
US,2694,63
US,3611,42
US,3550,97
US,9643,105
US,1242,16
US,5549,103
US,3851,80
US,12716,236
US,3258,49
US,321,5
US,50167,1059
US,3116,68
US,1766,53
US,8531,117
US,5427,125
US,5940,118
US,3812,55
US,4658,89
US,30047,444
US,8400,90
US,2817,92
US,1377,55
US,8538,111
US,19777,321
US,28740,443
US,1684,35
US,90013,961
US,235,4
US,911,20
US,11199,238
US,1572,24
US,12433,190
US,22092,229
US,683,5
US,1215,7
US,117842,2643
US,1634,32
US,6815,75
US,2965,45
US,4437,44
US,3211,49
US,27162,153
US,9874,125
US,1792,34
US,19666,295
US,8157,123
US,862,25
US,20478,411
US,6312,79
US,141782,2638
US,3566,69
US,2590,54
US,593,22
US,2836,34
US,903,33
US,3102,51
US,39985,489
US,2303,21
US,1311,36
US,2344,62
US,26323,658
US,4831,132
US,753,5
US,8333,125
US,21672,503
US,8068,117
US,7125,190
US,43,0
US,8936,157
US,32339,321
US,193928,5504
US,3479,51
US,1784,42
US,53010,513
US,5187,62
US,6332,76
US,7363,108
US,787,4
US,9495,59
US,3988,46
US,4386,66
US,13369,54
US,4131,42
US,1858,39
US,8166,62
US,10065,98
US,1333,18
US,242,0
US,1930,27
US,9254,105
US,56158,520
US,2681,9
US,6161,89
US,2146,30
US,2363,12
US,4808,42
US,6036,83
US,766,9
US,151329,1905
US,2290,17
US,2836,44
US,5581,72
US,5969,78
US,1441,14
US,1871,30
US,8191,95
US,595,22
US,1372,19
US,950,24
US,1062,21
US,452,4
US,3783,31
US,752,5
US,4444,56
US,863,12
US,1314,19
US,3165,34
US,5808,68
US,3504,52
US,4035,65
US,5415,65
US,6317,40
US,1313,10
US,4230,51
US,4770,52
US,845,9
US,17821,118
US,7807,104
US,2132,27
US,4199,30
US,1316,27
US,5025,77
US,1532,8
US,62614,972
US,576,9
US,2341,43
US,2242,49
US,9855,131
US,1532,19
US,2589,24
US,21316,159
US,15232,111
US,2045,12
US,23178,352
US,27922,252
US,5724,25
US,1223,11
US,1326,19
US,3893,36
US,500,5
US,528,124
US,2849,5
US,2302,29
US,3226,29
US,33145,327
US,1687,11
US,1002,14
US,6036,53
US,20879,170
US,1511,20
US,4570,119
US,5633,101
US,2039,54
US,3302,89
US,1474,38
US,6266,145
US,2779,45
US,1674,38
US,2967,67
US,1330,26
US,1312,37
US,2906,94
US,3063,75
US,4115,104
US,4451,91
US,4273,94
US,31839,398
US,13412,250
US,1191,28
US,4918,79
US,2155,48
US,3692,108
US,7697,126
US,34102,530
US,31837,622
US,2669,87
US,1290,38
US,193,7
US,4596,104
US,24314,377
US,3282,65
US,942,34
US,1706,42
US,13772,241
US,1412,41
US,8454,138
US,10470,135
US,11937,314
US,2111,40
US,4077,87
US,15427,234
US,4627,143
US,5417,134
US,10934,185
US,14525,279
US,4216,107
US,6386,132
US,6727,174
US,1790,56
US,6606,205
US,3808,79
US,1853,40
US,7111,129
US,6460,131
US,9431,237
US,2047,55
US,5784,152
US,6609,101
US,4641,81
US,1062,27
US,21881,388
US,4709,98
US,640,20
US,4421,116
US,2625,50
US,3584,64
US,4215,104
US,2252,51
US,4546,109
US,4653,81
US,3563,91
US,1586,39
US,0,0
US,5960,94
US,2177,63
US,6642,176
US,7365,156
US,4385,72
US,2016,45
US,1045,39
US,3131,91
US,2326,47
US,4385,86
US,3395,32
US,2728,24
US,655,7
US,3695,64
US,4240,60
US,1769,27
US,2266,42
US,2587,44
US,1728,19
US,24556,135
US,13368,182
US,6597,71
US,1121,20
US,7355,67
US,6259,122
US,12225,153
US,1367,26
US,1068,14
US,14104,158
US,1660,30
US,1021,8
US,12806,157
US,972,12
US,14700,214
US,2816,77
US,12776,170
US,2710,33
US,3567,56
US,864,17
US,2241,41
US,1014,14
US,1456,33
US,1877,39
US,1614,45
US,4276,60
US,14212,214
US,2164,49
US,1277,26
US,42860,661
US,1558,47
US,1100,17
US,3206,49
US,1083,21
US,606,16
US,1395,12
US,5660,73
US,1352,14
US,55098,672
US,22237,346
US,31705,320
US,7035,72
US,62491,814
US,507,3
US,5233,126
US,4564,73
US,5145,104
US,1634,22
US,9097,67
US,1823,26
US,2549,62
US,2167,20
US,2298,24
US,977,18
US,5125,63
US,3531,45
US,435,3
US,3967,76
US,2162,39
US,2558,38
US,1295,12
US,1519,19
US,2597,57
US,3288,55
US,7694,122
US,3329,34
US,1322,11
US,2112,23
US,1097,30
US,2038,42
US,3052,33
US,7252,100
US,6124,178
US,2488,35
US,5858,61
US,5085,50
US,5111,76
US,616,10
US,1521,14
US,3570,36
US,2903,50
US,693,6
US,1898,24
US,4050,46
US,411,9
US,374,4
US,7082,111
US,973,17
US,913,9
US,55244,535
US,1246,14
US,11864,161
US,127734,2525
US,31072,599
US,2360,29
US,4295,67
US,3915,84
US,1177,14
US,8928,151
US,2940,42
US,0,0
US,2974,64
US,4940,44
US,3887,65
US,1561,18
US,5676,87
US,218,2
US,2528,47
US,1382,15
US,2958,81
US,1187,24
US,789,16
US,1275,20
US,177,5
US,14218,217
US,655,8
US,2003,29
US,263,9
US,1498,40
US,1525,24
US,428,4
US,1513,37
US,18435,153
US,19349,73
US,119,3
US,2046,50
US,76,3
US,352,2
US,3068,57
US,1605,10
US,141,1
US,3822,58
US,10234,106
US,250,1
US,3182,52
US,1197,11
US,252,2
US,242,8
US,672,11
US,15183,140
US,528,17
US,2085,27
US,17,1
US,715,23
US,744,4
US,265,9
US,1249,14
US,154,2
US,4812,65
US,1637,18
US,1881,58
US,1598,56
US,1290,18
US,492,7
US,5490,98
US,1056,20
US,526,7
US,787,9
US,945,12
US,81,1
US,0,0
US,1188,24
US,249,12
US,161,7
US,26623,349
US,3837,46
US,676,7
US,24,1
US,53,0
US,38,0
US,688,4
US,1457,8
US,229,3
US,299,2
US,7240,57
US,761,12
US,1053,11
US,3440,16
US,946,11
US,510,5
US,394,7
US,1229,16
US,886,11
US,1739,21
US,1135,15
US,1198,19
US,4610,65
US,1009,12
US,3585,31
US,161,1
US,733,9
US,5730,62
US,85530,718
US,233,4
US,691,8
US,310,4
US,358,1
US,630,5
US,2507,19
US,155,1
US,253,1
US,235,5
US,66,4
US,265,1
US,9696,117
US,1252,17
US,266,0
US,71,0
US,327,5
US,1150,16
US,76,2
US,698,10
US,797,1
US,690,9
US,820,5
US,906,10
US,68,0
US,524,1
US,1033,12
US,41087,170
US,5191,60
US,96,0
US,58,0
US,5548,44
US,50,1
US,1018,15
US,716,7
US,506,10
US,891,15
US,536,11
US,1848,10
US,281,1
US,330,11
US,1283,10
US,760,20
US,5142,50
US,748,9
US,1529,15
US,897,19
US,126,2
US,2386,2
US,27744,131
US,3067,16
US,5502,48
US,2282,32
US,725,10
US,336,4
US,52,0
US,470,11
US,680,4
US,67,1
US,1024,11
US,2212,215
US,458,2
US,2721,25
US,1209,7
US,478,7
US,70,0
US,2303,11
US,8579,149
US,3604,60
US,326538,5835
US,4515,53
US,7870,103
US,58,2
US,153,0
US,2109,25
US,707,14
US,509,5
US,6221,99
US,541,11
US,4286,152
US,1092,26
US,201,4
US,0,0
US,62532,873
US,1150,10
US,5893,122
US,3544,19
US,5454,47
US,3181,52
US,5606,30
US,44381,671
US,12918,131
US,30304,297
US,12807,117
US,3070,33
US,889,1
US,38786,753
US,118458,2974
US,53597,936
US,66883,1419
US,12340,236
US,20569,472
US,105613,3139
US,37610,711
US,96694,2382
US,11768,190
US,38865,1000
US,105057,2446
US,90799,1724
US,57229,1297
US,93062,2322
US,80864,2003
US,7606,200
US,34504,874
US,16803,325
US,616,0
US,79363,2036
US,11850,253
US,73866,1097
US,196,7
US,12405,196
US,3561,139
US,1239,47
US,7233,113
US,229,3
US,29317,530
US,10695,196
US,2308,49
US,602,15
US,42,2
US,556,11
US,13374,264
US,2805,29
US,766,9
US,3877,94
US,14432,502
US,355,11
US,6189,97
US,991,19
US,4646,83
US,2651,68
US,20008,542
US,2524,22
US,15522,269
US,12838,167
US,1016,55
US,1661,62
US,2313,63
US,1354,19
US,4929,0
US,340,12
US,8915,138
US,30319,383
US,4488,95
US,206791,6745
US,23903,401
US,7482,110
US,8513,107
US,12199,171
US,10599,152
US,4594,86
US,6561,38
US,4949,111
US,5237,78
US,3473,44
US,35306,497
US,104904,1934
US,2201,31
US,4128,20
US,6173,102
US,6832,132
US,4319,85
US,430,3
US,6606,123
US,8551,74
US,331299,10834
US,3523,38
US,5605,71
US,6036,101
US,83033,1179
US,5806,137
US,213093,3284
US,167058,4632
US,23621,397
US,28146,581
US,50966,753
US,9183,110
US,56959,909
US,4251,87
US,11272,111
US,4485,54
US,0,309
US,12385,96
US,313827,10273
US,14517,165
US,88293,1930
US,52711,777
US,19884,197
US,16396,226
US,2254,21
US,1486,16
US,2705,63
US,10215,124
US,9833,172
US,237506,3584
US,8325,83
US,4946,71
US,6403,59
US,17120,276
US,144,24
US,5300,81
US,4490,65
US,7944,83
US,143201,2338
US,4309,57
US,1558,26
US,25869,332
US,6353,112
US,1590,6
US,3781,77
US,3381,48
US,2675,32
US,6934,124
US,2434,49
US,5407,94
US,15967,230
US,27486,412
US,15474,213
US,32263,325
US,13023,204
US,1087,8
US,8194,81
US,3138,37
US,27883,409
US,6649,91
US,4613,74
US,2247,40
US,1634,35
US,18044,300
US,9894,221
US,14051,152
US,44099,451
US,2656,25
US,3683,12
US,25347,296
US,6286,70
US,9811,176
US,33963,257
US,7817,124
US,50752,540
US,9701,60
US,39320,595
US,1059,18
US,1311,27
US,7789,99
US,3257,56
US,66455,857
US,7739,134
US,18056,249
US,7258,138
US,14918,195
US,2787,70
US,7003,78
US,822,12
US,28258,314
US,5534,70
US,31817,316
US,1297,29
US,9299,105
US,9369,148
US,14677,107
US,4867,54
US,2718,57
US,3578,67
US,8461,121
US,154718,1211
US,1986,18
US,4438,108
US,13404,245
US,15116,226
US,28341,281
US,2563,62
US,28084,249
US,11600,109
US,1681,24
US,4994,101
US,8709,97
US,1496,15
US,5036,87
US,29209,139
US,2273,44
US,21297,303
US,7012,134
US,24681,422
US,11705,192
US,25869,437
US,11191,302
US,11069,130
US,5636,106
US,11421,179
US,6052,104
US,12044,221
US,1932,22
US,3842,48
US,542,7
US,3,0
US,35655,328
US,6627,98
US,126788,875
US,2322,28
US,1560,37
US,6478,38
US,15619,297
US,10393,174
US,13019,226
US,5890,70
US,2751,29
US,361,4
US,1754,33
US,1263,20
US,89,0
US,938,20
US,546,7
US,294,3
US,21486,223
US,30652,232
US,520,5
US,955,33
US,255,2
US,670,7
US,515,6
US,535,15
US,638,19
US,329,4
US,12614,82
US,305,7
US,362,2
US,455,5
US,351,11
US,654,17
US,317,11
US,840,23
US,445,8
US,2225,20
US,1709,33
US,1664,12
US,7100,107
US,1826,25
US,536,16
US,198,3
US,1140,11
US,741,27
US,2120,33
US,911,19
US,364,14
US,2439,19
US,2751,31
US,588,7
US,150,3
US,847,15
US,41,0
US,7272,60
US,244,2
US,4273,85
US,377,11
US,1239,19
US,0,34
US,2206,29
US,12520,212
US,558,9
US,6564,48
US,282,3
US,4092,87
US,15627,269
US,6761,125
US,9370,197
US,7653,72
US,6633,96
US,9059,197
US,6262,82
US,50803,707
US,2945,59
US,5008,71
US,19513,349
US,27811,321
US,5738,90
US,13587,263
US,4663,82
US,6147,130
US,143941,2412
US,7525,151
US,6043,102
US,23872,162
US,10586,180
US,22081,241
US,4199,60
US,162004,1662
US,5885,96
US,4081,65
US,8766,157
US,21967,311
US,5648,67
US,104030,1409
US,9476,149
US,4071,76
US,1770,42
US,3566,71
US,5858,99
US,3490,78
US,3539,122
US,8172,139
US,4934,70
US,8439,191
US,7539,138
US,26457,434
US,9630,137
US,23361,283
US,5662,92
US,34875,568
US,55296,904
US,5849,76
US,30057,672
US,11742,175
US,21624,305
US,2568,49
US,6057,93
US,15259,296
US,2105,53
US,72796,1240
US,1881,32
US,4482,56
US,14417,174
US,1951,46
US,4766,86
US,2743,45
US,5106,61
US,11246,141
US,4284,62
US,17579,247
US,5623,121
US,5227,108
US,18225,280
US,10397,196
US,7654,145
US,11313,154
US,7166,144
US,6374,111
US,45640,1053
US,60654,1094
US,22357,552
US,12372,298
US,0,5
US,8062,56
US,3615,78
US,1611,24
US,32293,369
US,7995,137
US,13494,263
US,5153,84
US,17122,220
US,3157,61
US,4818,57
US,1290,7
US,2698,30
US,550,6
US,3382,63
US,1477,26
US,8479,103
US,5094,114
US,22572,238
US,8805,158
US,8912,103
US,2701,43
US,306,2
US,42536,540
US,1027,19
US,20807,269
US,951,20
US,2950,29
US,10901,231
US,4902,115
US,7180,139
US,659,16
US,437,6
US,9849,157
US,4659,95
US,7911,156
US,690,7
US,739,23
US,360,6
US,484,8
US,1829,26
US,1658,37
US,3808,67
US,920,18
US,1915,44
US,7044,148
US,2544,44
US,1117,30
US,1451,14
US,7885,77
US,4769,101
US,5975,97
US,1970,26
US,1219,28
US,2681,26
US,6642,105
US,7325,92
US,5603,113
US,2831,80
US,2574,51
US,13176,243
US,1865,28
US,1760,24
US,2273,34
US,117180,1577
US,5767,119
US,6765,117
US,5970,90
US,0,0
US,2590,60
US,11775,100
US,6569,108
US,6701,93
US,11809,173
US,1747,34
US,487,12
US,15443,260
US,3755,92
US,6606,79
US,7364,122
US,3998,37
US,972,21
US,105510,1505
US,4431,0
US,12429,191
US,8310,183
US,1454,25
US,1599,22
US,3681,43
US,1980,28
US,5291,30
US,29094,304
US,2395,29
US,3713,43
US,4896,91
US,2747,45
US,1781,22
US,19577,123
US,11795,240
US,148,4
US,976,12
US,1084,24
US,1883,37
US,22632,300
US,3614,50
US,9233,195
US,7709,110
US,890,11
US,26966,298
US,3106,38
US,12380,120
US,5515,74
US,36055,444
US,1816,23
US,54797,689
US,7153,80
US,146,3
US,1933,28
US,14241,144
US,0,0
US,3131,46
US,670,12
US,2815,40
US,37988,313
US,99,1
US,8517,110
US,12709,211
US,126989,2257
US,8385,187
US,21117,454
US,6481,160
US,56795,1122
US,16487,369
US,7395,112
US,71590,1404
US,24096,485
US,18480,487
US,473,10
US,8497,196
US,20098,241
US,49427,866
US,4482,118
US,10727,188
US,4673,71
US,7479,149
US,10330,181
US,27042,596
US,33580,623
US,60839,1488
US,3912,53
US,27699,466
US,16944,381
US,1566,24
US,21028,432
US,2108,26
US,4583,52
US,6594,152
US,8532,215
US,4640,112
US,2770,114
US,22141,510
US,68976,1281
US,10375,256
US,19963,324
US,47461,922
US,39367,903
US,15481,340
US,4878,82
US,13059,311
US,6898,187
US,19039,353
US,83399,1824
US,2413,70
US,43507,778
US,12167,396
US,5096,116
US,178723,3966
US,5186,59
US,1797,38
US,18360,458
US,4557,98
US,10161,241
US,569,24
US,3483,65
US,4260,125
US,0,0
US,7165,97
US,5934,126
US,3725,117
US,24466,378
US,5459,103
US,43187,869
US,2654,59
US,59671,940
US,584,0
US,2190,0
US,2665,0
US,1449,0
US,883,0
US,1230,0
US,4027,0
US,387,0
US,1018,0
US,1462,0
US,13392,0
US,1537,0
US,7832,0
US,1545,0
US,2632,0
US,11309,0
US,1603,0
US,1654,0
US,530,0
US,910,0
US,1673,0
US,1112,0
US,894,0
US,1930,0
US,51,0
US,2734,0
US,1701,0
US,691,0
US,332,0
US,1086,0
US,487,0
US,5758,0
US,2697,0
US,1659,0
US,586,0
US,2570,0
US,2299,0
US,421,0
US,1477,0
US,2704,0
US,643,0
US,1063,0
US,332,0
US,1942,0
US,1555,0
US,1061,0
US,1854,0
US,131,0
US,443,0
US,3287,0
US,2117,0
US,1700,0
US,1337,0
US,1893,0
US,987,0
US,434,0
US,411,0
US,685,0
US,4850,0
US,1222,0
US,788,0
US,2839,0
US,605,0
US,967,0
US,914,0
US,24473,0
US,2105,0
US,1862,0
US,622,0
US,4865,0
US,5120,0
US,3856,0
US,4110,3205
US,1185,0
US,2399,0
US,3883,0
US,185,0
US,884,0
US,1346,0
US,1020,0
US,0,0
US,5930,149
US,22129,388
US,8560,51
US,112799,2082
US,13241,15
US,13746,175
US,3764,49
US,26575,324
US,1341,21
US,35853,713
US,2125,63
US,3852,82
US,26935,298
US,30720,329
US,1725,51
US,64400,684
US,9843,230
US,6304,106
US,7112,143
US,4993,135
US,5590,188
US,11788,226
US,6334,111
US,33412,365
US,4379,54
US,3240,93
US,26367,527
US,9547,167
US,103291,1373
US,12113,212
US,3065,72
US,61259,851
US,3904,78
US,11801,197
US,15712,221
US,11412,211
US,2497,74
US,53628,691
US,5384,136
US,4775,77
US,1332,30
US,7385,143
US,15221,202
US,14373,324
US,27275,443
US,68074,749
US,2508,54
US,60836,1129
US,15851,290
US,0,0
US,4420,100
US,5612,123
US,46055,493
US,537,16
US,3216,43
US,455,9
US,1616,29
US,5045,38
US,6483,99
US,798,11
US,448,14
US,1773,27
US,159,4
US,1706,26
US,502,5
US,2150,18
US,5386,83
US,659,13
US,1298,15
US,3673,69
US,800,30
US,642,11
US,1744,31
US,508,9
US,582,14
US,940,22
US,395,14
US,1310,43
US,691,30
US,318,11
US,1004,40
US,391,6
US,433,4
US,157,1
US,2843,44
US,1031,28
US,157,1
US,377,16
US,299,17
US,137,1
US,907,18
US,1545,20
US,4223,56
US,10091,78
US,716,11
US,427,6
US,895,25
US,312,7
US,4374,44
US,317,2
US,349,11
US,36752,385
US,763,20
US,2368,52
US,19958,243
US,408,14
US,408,4
US,1509,43
US,376,3
US,1010,27
US,413,3
US,153,3
US,1525,36
US,836,18
US,1308,60
US,0,0
US,2578,44
US,885,18
US,3545,37
US,382,9
US,12734,212
US,9019,154
US,2742,50
US,3455,17
US,23412,259
US,21875,187
US,6993,79
US,2771,40
US,5660,100
US,10374,209
US,6932,67
US,3494,72
US,5333,104
US,1501,36
US,7262,104
US,10403,150
US,3334,62
US,10917,214
US,119839,1130
US,4159,67
US,2400,44
US,10249,160
US,8045,142
US,7220,100
US,3576,64
US,7838,100
US,10566,187
US,5955,114
US,4284,65
US,13339,235
US,2778,37
US,12875,193
US,62765,641
US,1188,20
US,5066,79
US,5489,81
US,10046,164
US,3789,72
US,5673,99
US,5426,85
US,4536,73
US,1816,43
US,3173,45
US,2054,40
US,9786,141
US,3489,47
US,77415,884
US,2004,31
US,5182,61
US,9438,115
US,2499,37
US,6595,80
US,9007,93
US,5419,89
US,17432,304
US,5694,52
US,6783,84
US,19164,223
US,10345,125
US,4554,65
US,2147,28
US,9587,121
US,32477,325
US,1424,21
US,3748,46
US,6551,110
US,29154,132
US,4730,79
US,1585,34
US,1069,24
US,3150,29
US,16527,214
US,6909,91
US,9828,147
US,13937,175
US,61071,525
US,5066,58
US,2942,32
US,19746,258
US,143018,2194
US,4139,50
US,2109,34
US,26265,412
US,33846,404
US,11234,126
US,3137,25
US,21571,117
US,3104,64
US,3029,45
US,1218,27
US,8493,113
US,21354,321
US,4003,39
US,6202,87
US,5551,95
US,39203,266
US,26783,326
US,7952,192
US,2766,53
US,13624,389
US,2582,61
US,1220,19
US,279,7
US,8474,199
US,3432,51
US,999,23
US,2268,51
US,14180,163
US,539,19
US,5280,123
US,38062,675
US,316895,4955
US,1296,28
US,41,2
US,2413,55
US,12586,314
US,58990,803
US,38342,350
US,1077,19
US,216,7
US,1117,47
US,6901,164
US,3238,59
US,7299,114
US,8335,144
US,3886,34
US,1749,53
US,65001,1755
US,1993,63
US,762,24
US,4424,138
US,1293,34
US,8719,56
US,6751,209
US,1540,20
US,1514,23
US,437,18
US,674,16
US,1036,52
US,127260,1075
US,387,11
US,2518,51
US,19070,440
US,2134,62
US,702,10
US,5039,96
US,10658,154
US,226,9
US,855,17
US,778,16
US,989,36
US,386,11
US,1191,29
US,398928,5137
US,2122,76
US,2954,80
US,3363,74
US,597,20
US,105172,969
US,245,12
US,3764,45
US,568,18
US,1943,56
US,2099,76
US,25420,517
US,324,7
US,146940,2843
US,32710,435
US,6223,99
US,2594,43
US,4899,143
US,3577,92
US,411,16
US,1147,37
US,181,10
US,98307,932
US,1303,34
US,2723,66
US,3884,66
US,2120,59
US,63357,680
US,706,22
US,3500,77
US,152,3
US,699,28
US,3529,83
US,3440,75
US,16000,465
US,19096,526
US,5111,101
US,23933,321
US,7782,185
US,538,15
US,1291,29
US,1111,26
US,449,13
US,10288,200
US,569187,8789
US,9064,171
US,840,2
US,595,31
US,32456,385
US,689,3
US,9639,321
US,116517,3409
US,5742,152
US,4173,130
US,9498,189
US,5264,142
US,2828,78
US,5724,129
US,581,14
US,10743,279
US,3546,86
US,186,2
US,888,20
US,2773,50
US,3974,147
US,206,6
US,31406,670
US,898,20
US,7071,173
US,27668,519
US,3162,70
US,3992,54
US,23486,400
US,5033,93
US,60,2
US,122,3
US,6472,126
US,439,11
US,16,0
US,508,8
US,4272,125
US,335,20
US,1201,37
US,8674,199
US,2945,88
US,3491,60
US,3144,93
US,2897,49
US,2434,65
US,12604,331
US,3615,107
US,379,12
US,1758,37
US,2558,71
US,8,0
US,64811,972
US,829,26
US,2453,43
US,1159,49
US,830,23
US,553,7
US,6016,153
US,12660,400
US,913,36
US,41657,692
US,115,7
US,6814,159
US,340,11
US,27763,359
US,3702,79
US,862,26
US,897,38
US,3010,89
US,86884,1015
US,3404,84
US,1635,50
US,153,9
US,7672,220
US,8589,181
US,935,50
US,2439,73
US,66229,1233
US,1481,34
US,336,6
US,13602,275
US,4614,112
US,2931,107
US,23683,290
US,1512,35
US,2207,47
US,5885,189
US,23053,543
US,895,28
US,1500,38
US,23207,339
US,583,10
US,526,18
US,1348,48
US,3457,52
US,1183,31
US,94,1
US,2929,62
US,17272,212
US,1681,53
US,8072,168
US,945,69
US,888,35
US,2802,70
US,6906,274
US,990,27
US,349,9
US,3163,81
US,420,5
US,2910,106
US,293,15
US,36039,748
US,1452,21
US,11507,331
US,1134,35
US,163,5
US,216,6
US,608,11
US,1470,22
US,355999,4526
US,22418,523
US,106,3
US,2062,64
US,118,6
US,5676,101
US,24720,372
US,118150,1387
US,1551,59
US,2426,68
US,0,0
US,5751,128
US,596,13
US,6269,105
US,10521,242
US,7857,200
US,13013,333
US,11559,176
US,6380,74
US,1872,27
US,5681,124
US,56471,888
US,6167,174
US,744,13
US,21447,476
US,2278,61
US,4653,109
US,75034,684
US,7404,127
US,1161,27
US,11026,188
US,6393,215
US,1181,30
US,2811,64
US,2196,44
US,2503,53
US,29406,143
US,13192,107
US,52634,251
US,188954,1120
US,2324,41
US,5559,40
US,39639,377
US,6625,18
US,11269,63
US,7936,64
US,1432,2
US,122111,524
US,5868,28
US,42198,289
US,1409,8
US,2916,26
US,1648,13
US,10679,122
US,457,2
US,2936,47
US,325,2
US,1188,6
US,1185,5
US,2360,13
US,3631,27
US,40,0
US,3306,20
US,2132,23
US,2518,29
US,7045,78
US,3970,74
US,7834,95
US,14019,148
US,2058,65
US,1372,39
US,4252,55
US,2335,36
US,18265,269
US,9884,114
US,452,14
US,9670,144
US,1045,15
US,3703,45
US,2222,47
US,1765,32
US,2309,57
US,2604,37
US,1261,23
US,6967,132
US,3776,49
US,3795,90
US,670,19
US,1239,25
US,5248,59
US,28299,350
US,38728,526
US,1319,22
US,2548,64
US,741,15
US,527,6
US,6296,79
US,702,16
US,6121,180
US,1568,26
US,3054,51
US,863,42
US,1211,17
US,90382,1170
US,643,20
US,540,8
US,6776,83
US,1368,28
US,2542,21
US,5840,98
US,1593,41
US,11285,138
US,3007,25
US,1487,61
US,2187,29
US,3781,72
US,1955,29
US,2014,45
US,2163,32
US,1861,26
US,3786,101
US,14750,236
US,11479,191
US,8128,103
US,33701,703
US,6248,147
US,168,2
US,3632,85
US,4350,83
US,6859,92
US,2533,22
US,1857,24
US,607,8
US,1046,21
US,3605,57
US,1540,34
US,33536,294
US,3098,44
US,1051,19
US,11594,184
US,960,20
US,5018,51
US,1264,12
US,1989,87
US,874,20
US,3320,81
US,931,28
US,11577,100
US,1304,16
US,2310,22
US,20193,288
US,23974,326
US,1135,41
US,1182,30
US,544,13
US,2544,64
US,3563,51
US,3263,73
US,1967,55
US,5158,106
US,7884,105
US,1308,19
US,12376,233
US,2734,27
US,2886,50
US,4858,38
US,54059,549
US,3980,81
US,2856,31
US,559,4
US,1707,12
US,23458,333
US,11520,162
US,11795,231
US,2042,57
US,9147,146
US,3655,58
US,3340,57
US,2991,75
US,6184,154
US,4678,110
US,2360,63
US,14577,144
US,15574,103
US,3322,81
US,10700,224
US,595,10
US,1536,26
US,5551,95
US,0,0
